publisher,id_nicolas,url,titolo,volume,product_id,n_ristampa,prezzo_intero,prezzo_attuale,data_rilascio,autore,disegnatore,pagine,size,contenuti,binding,colore,isbn,descrizione,genere,img_file
jpop,jpop_danmachiswordoratoria011,https://www.j-pop.it/danmachi-sword-oratoria/5267-danmachi-sword-oratoria-011.html,Danmachi Sword Oratoria 011,11,5267,1,"5,90","5,90",,Fujino Omori,Takashi Yagi,0,Not Available,Not Available,Not Available,Not Available,9788834902004,"L'attesissimo spin-off di Danmachi, con protagoniste le più forti guerrieri della serie! Dopo lo scontro quasi fatale del cinquantanovesimo piano, la Familia Loki risale al diciottesimo. Ais sta riposando, quando si ritrova davanti Bell ricoperto di ferite. Il party del ragazzo non ha avuto altra scelta se non quella di scendere all'Under Resort. Nel vedere Ais prendersi cura di loro, Lefiya arde di gelosia...","Fantasy, Shonen, Danmachi",https://www.j-pop.it/5150-thickbox_default/danmachi-sword-oratoria-011.jpg
jpop,jpop_laprincipessazaffiro002,https://www.j-pop.it/la-principessa-zaffiro/5266-la-principessa-zaffiro-002.html,La Principessa Zaffiro 002,2,5266,1,"12,00","12,00",,Osamu Tezuka,,0,Not Available,Not Available,Not Available,Not Available,9788834901243,"Zaffiro, principessa nata con un cuore di ragazzo e uno di ragazza, vive una doppia vita: eroico principe erede di Silverland e bella principessa innamorata di un nobile del regno vicino. Tra complotti demoniaci, streghe e angioletti dispettosi, la principessa Zaffiro è ancora oggi una lettura emozionante e irrinunciabile.","Shojo, Fantasy, Avventura, Osamu Tezuka",https://www.j-pop.it/5149-thickbox_default/la-principessa-zaffiro-002.jpg
jpop,jpop_escapejourney003,https://www.j-pop.it/escape-journey/5265-escape-journey-003.html,Escape Journey 003,3,5265,1,"6,90","6,90",,Tanaka Ogeretsu,,0,Not Available,Not Available,Not Available,Not Available,9788834902691,"All'università Naoto incontra inaspettatamente il suo ex ragazzo Taichi, che vedeva la loro storia come ""puramente fisica"". Naoto prova rancore verso di lui, ma a poco a poco si ammorbidisce quando si accorge che Taichi è maturato rispetto ai tempi del liceo. Una storia d'amore sofferta, che mostra come due perfetti amici possano essere una pessima coppia. ",yaoi,https://www.j-pop.it/5148-thickbox_default/escape-journey-003.jpg
jpop,jpop_lombravenutadaltempo002,https://www.j-pop.it/l-ombra-venuta-dal-tempo/5264-l-ombra-venuta-dal-tempo-002.html,L'Ombra Venuta dal Tempo 002,2,5264,1,"6,90","6,90",,Howard Phillip Lovecraft,Gou Tanabe,0,Not Available,Not Available,Not Available,Not Available,9788834902325,"Dopo il successo de Il Mastino, Il Colore Venuto dallo Spazio, L’Abitatore del Buio e Le Montagne della Follia, il grande Gou Tanabe affronta un nuovo adattamento manga dall'opera di H.P. Lovecraft. L'incontro tra la geniale visione nell'abisso dell'orrore da parte di Lovecraft e l'elegante e magnetico storytelling visivo del maestro Tanabe continua a dimostrarsi fortunatissimo.","Seinen, Horror, Lovecraft",https://www.j-pop.it/5147-thickbox_default/l-ombra-venuta-dal-tempo-002.jpg
jpop,jpop_radiationhouse005,https://www.j-pop.it/radiation-house/5263-radiation-house-005.html,Radiation House 005,5,5263,1,"6,50","6,50",,Tomohiro Yokumato,Taishi Mori,0,Not Available,Not Available,Not Available,Not Available,9788834902844,"Naoki Fujimoto, un ragazzo di tredici anni, viene portato d'urgenza in pronto soccorso, ma solo per constatare la morte ormai avvenuta. Onodera, il capo dei tecnici di radiologia, consiglia ai genitori di sottoporre il corpo a una serie di esami diagnostici post mortem, per indagare con più precisione sulle cause del decesso. Tuttavia i due non sembrano intenzionati ad accettare...",Drama,https://www.j-pop.it/5146-thickbox_default/radiation-house-005.jpg
jpop,jpop_leroeèmorto017,https://www.j-pop.it/l-eroe-e-morto/5262-l-eroe-e-morto-017.html,L'Eroe è Morto! 017,17,5262,1,"6,00","6,00",,Subaruichi,,0,Not Available,Not Available,Not Available,Not Available,9788834902790,"L'esercito di liberazione è giunto alla sala del trono, dove ad aspettarlo c'è Rakvart, il re negromante. Mentre coloro che lo sfidano periscono uno dopo l'altro, Fried e sua sorella Anri, in possesso del cadavere del re dei demoni, decidono di affrontarlo. Chi vincerà questa sfida negromantica?!","Fantasy, Seinen, Comedy",https://www.j-pop.it/5145-thickbox_default/l-eroe-e-morto-017.jpg
jpop,jpop_radiant012,https://www.j-pop.it/radiant/5260-radiant-012.html,Radiant 012,12,5260,1,"7,90","7,90",,Tony Valente,,184,Not Available,Not Available,Not Available,Not Available,9788834903315,"Il fenomenale euromanga di Tony Valente, autore ammirato da Hiro Mashima (Fairy Tale) e Yusuke Murata (One-Punch Man), prosegue con un nuovo attesissimo volume! La sparizione dei Nemesis di Hameline dall'Artemis porta Seth verso la città di Bôme, sede dell'Inquisizione. Continua l'Arco dei Domitor!","Fantasy, Shonen, Action, Drama",https://www.j-pop.it/5142-thickbox_default/radiant-012.jpg
jpop,jpop_marginal003,https://www.j-pop.it/marginal/5259-marginal-003.html,Marginal 003,3,5259,1,"12,50","12,50",,Moto Hagio,,0,Not Available,Not Available,Not Available,Not Available,9788834900512,"L’umanità è stata sconvolta da un’apocalisse biochimica che ha cancellato il genere femminile dalla faccia della Terra. Poche città abitate esclusivamente da uomini resistono ancora, trascinandosi nei secoli grazie ai geni di un’unica donna sopravvissuta da cui, in laboratorio, vengono generati nuovi bambini. Uno status quo che viene spazzato via da un oscuro complotto che farà intrecciare le storie di tre uomini perduti in un mondo che cerca di non morire…","Shojo, sci-fi, Classici, Moto Hagio",https://www.j-pop.it/5141-thickbox_default/marginal-003.jpg
jpop,jpop_lovestage002,https://www.j-pop.it/love-stage/5258-love-stage-002.html,Love Stage! 002,2,5258,1,"6,90","6,90",,Eiki Eiki,Taishi Zaou,192,Not Available,Not Available,Not Available,Not Available,9788834902837,"Izumi, otaku con il sogno di diventare mangaka, è l'unico membro banale di una famiglia di artisti. Il destino ha voluto che rincontrasse il popolare attore Ryoma Ichijo. Mosso a pietà dalla sua dichiarazione d'amore, Izumi accetta di diventare suo amico. Tuttavia, con il passare del tempo l'intimità tra i due ragazzi aumenta sempre di più. Che sia l'inizio di una storia d'amore?!",yaoi,https://www.j-pop.it/5140-thickbox_default/love-stage-002.jpg
jpop,jpop_innocentrouge011,https://www.j-pop.it/innocent/5257-innocent-rouge-011.html,Innocent Rouge 011,11,5257,1,"6,00","6,00",,"ShinIchi Sakamoto""",,200,Not Available,Not Available,Not Available,Not Available,9788834902776,"Luigi XVI pianifica di scappare dalla Francia, abbandonando il popolo. Sotto la guida di Fersen, la famiglia reale lascia il palazzo delle Tuileries, ma i preparativi per il viaggio tradiscono uno sfarzo che poco si addice a una fuga. Marie, accortasi di quanto sta accadendo, si avvicina al cocchio con a bordo i reali, ma...","Storico, Drammatico",https://www.j-pop.it/5139-thickbox_default/innocent-rouge-011.jpg
jpop,jpop_innocentrouge010,https://www.j-pop.it/innocent/5255-innocent-rouge-010.html,Innocent Rouge 010,10,5255,1,"6,00","6,00",,"ShinIchi Sakamoto""",,200,Not Available,Not Available,Not Available,Not Available,9788834901465,"Rivoluzione Francese. Charles-Henri, il primogenito della famiglia Sanson, domina su Parigi quale capofamiglia del casato dei boia, mentre la sorella minore Marie-Josèphe ha vissuto in libertà lavorando come angelo della morte a Versailles, finché non perde il suo primo amore, Alain, ucciso dall’arroganza della nobiltà. Innocent Rouge, il capitolo della rivoluzione cremisi che cambierà il futuro!","Storico, Drammatico",https://www.j-pop.it/5137-thickbox_default/innocent-rouge-010.jpg
jpop,jpop_yournameanothersideearthboundilmangabox,https://www.j-pop.it/your-name-kimi-no-na-wa/5253-your-name-another-side-earthbound-il-manga-box.html,Your Name - Another Side: Earthbound - il manga BOX,Not Available,5253,1,"13,00","13,00",,"Makoto Shinkai, Arata Kanoh",Jyunya Nakamura,0,Not Available,Not Available,Not Available,Not Available,9788834901335,"Taki, studente di Tokyo, nei suoi sogni si scambia di corpo con Mitsuha, una liceale che vive in campagna. Il ragazzo si abitua gradualmente alla nuova vita, sempre più incuriosito dalla proprietaria del corpo. Ma Taki non è l'unico a sperimentare qualcosa di nuovo: cosa penseranno gli amici e i familiari della ragazza di fronte ai suoi comportamenti bizzarri?","Shonen, Drama, Makoto Shinkai, your name.",https://www.j-pop.it/5135-thickbox_default/your-name-another-side-earthbound-il-manga-box.jpg
jpop,jpop_cavieumane,https://www.j-pop.it/osamushi-collection/5252-cavie-umane.html,Cavie Umane,Not Available,5252,1,"14,00","14,00",,Osamu Tezuka,,490,Not Available,Not Available,Not Available,Not Available,9788834902813,"Mostruosi esperimenti alieni, rese dei conti in famiglia, complotti criminali e pozioni: Cavie Umane è una raccolta di racconti esplosiva frutto della sperimentazione dei generi più diversi del Dio del manga, che si diverte con la sua passione per il pulp.",Osamu Tezuka,https://www.j-pop.it/5134-thickbox_default/cavie-umane.jpg
jpop,jpop_009recyborg002,https://www.j-pop.it/009-recyborg/5251-009-recyborg-002.html,009 Re:Cyborg 002,2,5251,1,"6,90","6,90",,Shotaro Ishinomori,,0,Not Available,Not Available,Not Available,Not Available,9788834902424,"I nove supermagnifici cyborg tornano con un restyle moderno in una miniserie da sei volumi inediti! Si fanno sempre più consistenti i dubbi su un coinvolgimento indiretto dell'NSA, l'agenzia per la quale lavora Jet, negli attacchi terroristici avvenuti in tutto il mondo. Intanto Joe, che dopo il reset della memoria si pensava avesse ripreso il suo posto come cyborg 009, rivela dei dettagli scioccanti…","Action, sci-fi",https://www.j-pop.it/5133-thickbox_default/009-recyborg-002.jpg
jpop,jpop_goblinslayer008,https://www.j-pop.it/goblin-slayer/5250-goblin-slayer-008.html,Goblin Slayer 008,8,5250,1,"6,50","6,50",,Kumo Kagyu,Kousuke Kurose,0,Not Available,Not Available,Not Available,Not Available,9788834902714,"Durante la notte della Festa del raccolto, un esercito di goblin si avvicina da ogni direzione alla città di frontiera. Il gruppo di Goblin Slayer si prepara a respingerlo con un piano spietato. Il capo dell'armata nemica, però, intende distruggere tutto evocando un antico mostro. Come farà Goblin Slayer a contrastarlo?","Fantasy, Seinen, Horror, Action",https://www.j-pop.it/5132-thickbox_default/goblin-slayer-008.jpg
jpop,jpop_yournameanothersideearthbound001ilmanga,https://www.j-pop.it/your-name-kimi-no-na-wa/5249-your-name-another-side-earthbound-001-il-manga.html,Your Name - Another Side: Earthbound 001 - il manga,Not Available,5249,1,"6,50","6,50",,"Makoto Shinkai, Arata Kanoh",Jyunya Nakamura,0,Not Available,Not Available,Not Available,Not Available,9788834901342,"Taki, studente di Tokyo, nei suoi sogni si scambia di corpo con Mitsuha, una liceale che vive in campagna. Il ragazzo si abitua gradualmente alla nuova vita, sempre più incuriosito dalla proprietaria del corpo. Ma Taki non è l'unico a sperimentare qualcosa di nuovo: cosa penseranno gli amici e i familiari della ragazza di fronte ai suoi comportamenti bizzarri?","Shonen, Drama, Makoto Shinkai, your name.",https://www.j-pop.it/5131-thickbox_default/your-name-another-side-earthbound-001-il-manga.jpg
jpop,jpop_blacknightparade003,https://www.j-pop.it/black-night-parade/5248-black-night-parade-003.html,Black Night Parade 003,3,5248,1,"6,90","6,90",,Hikaru Nakamura,,0,Not Available,Not Available,Not Available,Not Available,9788834902240,"Ora che Miharu ha passato il test di qualificazione per diventare ""renna"", il suo entusiasmo è alle stelle! Ma il sospetto che suo padre possa essere stato un Babbo Natale in rosso e un nuovo incarico con Kaiser complicano tutto terribilmente! Tra sorprese e colpi di scena, nell'affascinante Polo Nord i misteri continuano...","Seinen, Dark",https://www.j-pop.it/5130-thickbox_default/black-night-parade-003.jpg
jpop,jpop_landofthelustrous001jewelbox,https://www.j-pop.it/land-of-the-lustrous/5247-land-of-the-lustrous-001.html,Land of the Lustrous 001 - Jewel Box,Not Available,5247,1,"7,50","7,50",,Haruko Ichikawa,,190,Not Available,Not Available,Not Available,Not Available,9788834901618,"Solo per la prima edizione riceverai il volume uno della serie nel preziosissimo [Jewel Box], che conterrà inoltre cinque meravigliose cartoline e una brillantissima variant Jacket. ","Fantasy, Seinen, Drama",https://www.j-pop.it/5129-thickbox_default/land-of-the-lustrous-001.jpg
jpop,jpop_dengekitravellersbox13,https://www.j-pop.it/dengeki-travellers/5246-dengeki-travellers-box-1-3.html,Dengeki Travellers BOX (1-3),Not Available,5246,1,"17,70","17,70",,Hajime Segawa,Toshinori Okazaki,0,Not Available,Not Available,Not Available,Not Available,9788834902042,"Il liceale Kiriharu è dotato della capacità di immagazzinare nel suo corpo l’energia elettrica e di rilasciarla con effetti devastanti. Un giorno nella sua classe si trasferisce una ragazza enigmatica con la sua stessa abilità, legata a un’organizzazione segreta con mire poco chiare… ","Action, Drama, sci-fi",https://www.j-pop.it/5127-thickbox_default/dengeki-travellers-box-1-3.jpg
jpop,jpop_worldsendharem006,https://www.j-pop.it/world-s-end-harem/5245-world-s-end-harem-006.html,World's End Harem 006,6,5245,1,"6,50","6,50",,Link,Kotaro Shono,0,Not Available,Not Available,Not Available,Not Available,9788834902899,"Reito si introduce furtivamente nell'ospedale abbandonato in cui si erano perse le tracce delle ricercatrici che studiavano il virus MK. Intanto, nel liceo Keimon Ovest, sempre più ragazze si contendono Shota, che sembra stia cominciando a cambiare...","Seinen, Ecchi, sci-fi",https://www.j-pop.it/5126-thickbox_default/world-s-end-harem-006.jpg
jpop,jpop_overlord012,https://www.j-pop.it/overlord/5244-overlord-012.html,Overlord 012,12,5244,1,"4,40","4,40",,Kugane Maruyama,"Satoshi Osho, So-Bin, Hugin Miyama",0,Not Available,Not Available,Not Available,Not Available,9788834901366,"La trama ordita da Demiourgos inizia a prendere forma: il demone si è presentato nel regno con il nome di ""Jaldabaoth"" e mette a ferro e fuoco tutto ciò che incontra. Per combatterlo, il Regno schiera la squadra più forte di avventurieri di classe adamantio: la Rosa Blu.","Fantasy, Shonen, Action",https://www.j-pop.it/5125-thickbox_default/overlord-012.jpg
jpop,jpop_dengekitravellers001,https://www.j-pop.it/dengeki-travellers/5243-dengeki-travellers-001.html,Dengeki Travellers 001,1,5243,1,"5,90","5,90",,Hajime Segawa,Toshinori Okazaki,0,Not Available,Not Available,Not Available,Not Available,9788834902011,"Il liceale Kiriharu è dotato della capacità di immagazzinare nel suo corpo l’energia elettrica e di rilasciarla con effetti devastanti. Un giorno nella sua classe si trasferisce una ragazza enigmatica con la sua stessa abilità, legata a un’organizzazione segreta con mire poco chiare… ","Action, Drama, sci-fi",https://www.j-pop.it/5124-thickbox_default/dengeki-travellers-001.jpg
jpop,jpop_rezerotruthofzero010,https://www.j-pop.it/rezero-starting-life-in-another-world/5242-rezero-truth-of-zero-010.html,Re:Zero - Truth of Zero 010,10,5242,1,"5,90","5,90",,Tappei Nagatsuki,Daichi Matsuse,0,Not Available,Not Available,Not Available,Not Available,9788834902509,"Durante il combattimento, l'Arcivescovo dell'Accidia si impadronisce del corpo di Subaru e il ragazzo muore per mano di un compagno. Tornato in vita grazie al suo potere, si rimette subito in piedi ed escogita un nuovo piano che intende realizzare con il prezioso aiuto di Julius. La battaglia decisiva contro Petelgeuse sta per cominciare!","Fantasy, Azione, Shonen",https://www.j-pop.it/5123-thickbox_default/rezero-truth-of-zero-010.jpg
jpop,jpop_kakegurui012,https://www.j-pop.it/kakegurui/5241-kakegurui-012.html,Kakegurui 012,12,5241,1,"6,90","6,90",,Homura Kawamoto,Toru Naomura,0,Not Available,Not Available,Not Available,Not Available,9788834901489,"I deboli cadono, i forti sopravvivono. Le sfide elettorali per la presidenza del comitato studentesco sono entrate nella fase finale e la compravendita di voti è iniziata. Kirari Momobami, la presidentessa uscente, organizza la ""sommatoria"", una gara in cui i candidati più influenti metteranno in palio i voti finora guadagnati...","Seinen, Thriller, Horror",https://www.j-pop.it/5122-thickbox_default/kakegurui-012.jpg
jpop,jpop_monstergirl013,https://www.j-pop.it/monster-girl/5240-monster-girl-013.html,Monster Girl 013,13,5240,1,"6,00","6,00",,Kazuki Funatsu,,0,Not Available,Not Available,Not Available,Not Available,9788834902479,"Recatisi all'Akiha Jinja, dove dovrebbe trovarsi il corpo spirituale di Rokka, Yatsuki e gli altri vengono sorpresi dalla G-cup di Shizuoka. Per proteggere Yatsuki, che è riuscito a entrare nella cappella del santuario, i suoi amici provano a contenere la potente offensiva dell'organizzazione...","Seinen, Action, Comedy, Ecchi, Sovrannaturale",https://www.j-pop.it/5121-thickbox_default/monster-girl-013.jpg
